sentiment,review_body,product_category
1,I'm 5'3  i ordered the petite (nice to have this option)  the length/volume doesn't overwhelm me as some kimonos do. this feels more like a fall-season kimono due to the fabric content. it is not a wispy fabric  there's weight and some stiffness to the drape  you can see on the model how the fabric stands away from her body. it's a different look from silky feeling kimonos that hug the body. a rich blend of blue  black  white  subtle tan  maybe some silver grey - hard to tell  the colors look li,Jackets
1,"Picture definitely does not do this vest justice.  i saw it on a rack and had to try on and instantly loved the look and feel.  i am 5'9"" - 135 lbs - size 6 and the small works for me.  the vest will work with ivory  black  grey  and red underneath.  i love the little bits of fur sticking out of the seams.  the back has fitted seams to give it a trim look.  there are small pockets in the front as well.  definitely worth the 108$ asking price.",Jackets
1,Love it! easy to wear  true to size. there is a slight texture which makes it very cozy,Jackets
1,Ahh it's delightful! it's a little short in the fit  but it's so cute. and didn't cost an absurd amount like some more heavy weight or full trench coats. love it.,Jackets
-1,"These are terribly unflattering the wash looks dirty and the rise is not 10.5 like the description says  which is the only reason i gambled on these it is 13"".",Jeans
-1,I am obsessed with denim and have two other pairs of ag jeans from retailer that i am very happy with. my recent preference has been for high-rise skinny jeans and decided to give these a try because of the versatile medium wash. when i tried these on in my normal size  they were so cute that i bought them full-priced. i could tell that the material was pretty stretchy (which is what makes them soft and comfortable)  but was not expecting them to stretch out and sag after a few hours. by th,Jeans
-1,I have quite a few pairs of retailer pants and jeans. my favorites are the cords i got last year  similar to these  so when i saw this fun pair  i had to have them. i ordered both the 32 and the 33 to try on.    they are even more beautiful in person than online. and they are so  so small. it wasn't like they were a tad snug--i couldn't even get the button across to meet the buttonhole. on the 33.    i've never had a problem fitting into retailer pants before. this was an extra-depressing first time,Jeans
-1,I've purchased pilcro jeans in the past and they've held up great. unfortunately  the material used for this particular jean is a far  far cry from what it used to be. the thighs of these jeans start pilling (yes pilling!) after just a few wears. i've never had jeans do this -- whatever denim blend they are using is a complete disaster.    don't buy these -- you will be very disappointed.,Jeans
-1,I can't stand buying pants and i can see the pockets lining and my darker skin through the fabric. i don't consider that high-quality.,Jeans
-1,I really wanted to like these  but they just didn't look right on my 5'3 sorta bulky frame. i have big thighs and always feel out of place wearing leggings  so maybe i'm just not the right target for these  but they looked so cute and i wanted to give them a try. the waist was too high for my liking  and the leg openings were too big and gave me a stumpified look.,Jeans
-1,Love the fit of the jeans just wish there was a couple more inches at the bottom:) these jeans have a 23 inch inseam not 26  so they hit at a very odd place on my calf- return. for reference i'm 5'8 ,Jeans
-1,Bummer  i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.,Jeans
-1,I purchased these in january and today i am going back to retailer to request a refund; the fabric on the inner thighs are absolutely thread bare. i am 5'6 and wear a size 28. they fit comfortably with great stretch  but apparently the fabric is so cheap that if your thighs should happen to touch  you will wear holes through the thighs in very short order.    first they started piling  which i had never a pair of pilcro pants do before  and within 2 washes i could actually see through the f,Jeans
0,These are a wonderful trouser style pant. i love fitted than flared denim so this fit isn't my top pick but it's a cute style! thick quality denim fabric with a medium rise cut.,Jeans
0,Absolutely love these pants! i have had these pilcos for about two months now and it has been a staple in my fall wardrobe. i have worn them at least once a week. the only downfall is the button has already fallen off and the seam in the knee has recently torn apart. given the leather  i'm not sure if they can be fixed. these are fabulous  but the quality is just not there. very disappointing.,Jeans
0,These are very well-made jeans  the fabric is substantial and gives a lot of stretch with movement. i adore the extra inch or so in the rise of the waist  and they make my butt look great. however  these jeans fit like a glove when i put them on first thing  but within an hour or so of wear they are so baggy it's like wearing a size bigger. i'd say perhaps buy a size smaller if you want them to fit snugly through the day. if you like roomy  then buy your regular size.,Jeans
0,I still have mixed feelings about this pants. the fabric is nice  soft and flows well. the fit is good  i ordered 30  could have gone with 29  not a big deal. the one thing that is off is the length - i am 5.7 and these come right to above my ankle...nowhere close to how they sit on the model. the issue with this length is that is neither here nor there  too short for regular pant length and too long for crops. i will probably have to hem them a bit  which is a disappointment when you pay so muc,Jeans
0,"I love these jeans! they are really cute and comfy  however  they are way too long. i couldn't believe these were a 33 inch inseam  but i measured them and they are. i am 5'4"" and put on a 4 inch heel and they were still dragging on the ground :( these will have to go back as i don't think the same look can be pulled off if they were hemmed.",Jeans
0,I have been searching for grey jeans and haven?t found anything that i truly love. i tried on both a 25p and 26p. the 25p was too tight and i don?t think they would have stretched out enough for me to be comfortable in. the 26p was close but i was afraid they would stretch out too much. they looked good from the front but did nothing for my cushion. the color  length and feel of the jeans was perfect. in the end they went back and the hunt continues for grey jeans. i would recommend trying these,Jeans
0,I have been searching high and low for some good quality jeans. sadly i don't think these are it. i love the design and style of these jeans. great length  great cut  great color unfortunately in the 3 weeks that i have had them they are balling and looking like i've had them for 3 years. i'm so disappointed. and will have to continue on my search. apparently they don't make jeans like they used too?,Jeans
0,I liked the cut and color. seemed like good quality. i'm 5'5 and theses were so long. i had to fold them up like 6 inches not to step in them,Jeans
0,I loved these when i first got them. they fit perfectly and are the softest and most comfortable pair of cords i've ever owned. plus ag is the only brand of jeans i buy. unfortunately  they stretch out horribly within one wearing. for such a pricey pair of cords  i'm extremely disappointed. i'm not sure if i should've sized down  but now i'm wishing i had  although i'm not sure that would make a difference.,Jeans
1,They have some stretch  so if you are between sizes  order down. they are very long  which for me is a good thing!,Jeans
1,Love these jeans. wish i could snag another pair because the fit is just on point  as is the wash. the side slit at the ankle really looks great with heels. a definite buy.,Jeans
1,Very comfortable  but ran small. great quality and great look.,Jeans
1,I tried on areturn at my store  size 26 (i am often a 25 in jeans) - because these are tighter fit  teh 26 was fine. length was long though  but fit comfortably and looked nice. the cutout was at my knee  which bothered me a tad (model  seems a bit above the knee). i decided not to purchase them as i found another pair i liekd better  but if you are taller and are looking for a distressed skinny  these are great. (i am 115 lbs and have thighs ad butt form working out),Jeans
1,"I ordered the petite size 27 and the fit is just like on the model...not tight at all and very flattering. even the petite length is long on me and i will need to wear wedges or something with a heel but honestly that makes them even more flattering...makes my legs look long! i am 5'4"" and about 118#. the material is so soft and substantial...the color is very accurately portrayed online. i can't wait to wear this fall!",Jeans
1,My review isn't really about the jeans! i want the top!,Jeans
1,This is my 6th pair of rockets. they've become my hands down  favorite cut from citizens. for curvy girls  these are the perfect skinny jeans. they come up high enough to tuck everything in  no muffins top. they shape and lift my butt  which i need because i've got a generous one. they hold their shape amazingly well and don't require a wash with every wear in order to regain their shape. they truly have been the holy grail of jeans  for me. with all that said  these are not a 5 star version of,Jeans
1,"I just love everything about these jeans  and everyone that sees them on me seems to as well! i'm short (5'2"") and was concerned about the length on me because they didn't have the petite in my size- but these seem to be just fine. i wear them with a bit of a heel  so that helps. they fit snugly (but not too tight) in all the right places  i have a bit of a backside so that's a plus for me! because of the higher waist  they also don't ride down.  except for the shorter length  they remind me a l",Jeans
1,"Love the fit ! perfect for accomplishing the ""dressy jean"" look. i always take the same size in pilcro and this is true to size  but not stretchy as in some of the other pilco styles.",Jeans
-1,This should have been cute  but the fabric choice + ruching design made me look like i had elephant skin rippling around my waist -- super unflattering.,Knits
-1,The top fits nice  but after one wear (didn't even washed it) the fabric was all fuzzy. would not recommend it.,Knits
-1,I really wanted to like this because the color is beautiful and the knit is obviously good quality. but the shape is impossible to work with. it doesn't just run big  it just hangs there. really disappointing. it'll have to go back.,Knits
-1,This shirt appears nice in the pictures. it appears to have a bit of style. wrong. the shirt is one of the thinnest fabrics i've ever purchased. i live in warmer climate and its nice to have different cotton shirts with some style. this shirt has no style  and i thought it would. i have purchased this brand before  and thought this fabric would be similar. the other shirts were way nicer  softer  and had a different level of construction. i wanted to wear this shirt out and when i put it on it w,Knits
-1,The length in the front is too short and the bottom flares a lot which is really unflattering. i love the top half of the shirt but the bottom half should be more form fitting.,Knits
-1,Hi  when i received this top i tried it on  looked in the mirror and packed it up for a return. the quality is excellent but it just too boxy. fits nothing like it appears on the model.,Knits
-1,The yellow is not as bright as the pic and the tee shirt base color is more off white/oatmeal making the shirt look much more drab in person than in the pics. fit was ok but nothing special about this and will be returning.,Knits
-1,I really love the idea behind this. however  the fit doesn't work for me. i'm usually a s or xs in retailer tops  and i often go with xs for sleeveless tops. this one runs small though - the xs was a bit too small on me based on length and width. the neckline was very high (higher than it looks in the model photo) and the armholes were too big. so i don't think sizing up would improve matters much due to the armhole issue. the other criticism is that the front is not lined.,Knits
-1,The top i received was large  really long in length  pockets in the front along the seam  and lots of volume in the back without any princess seams to give it shape. the id #'s matched  but that's about it. returned!,Knits
0,This top looks much nicer on the model than in-person. i tried it on  it didn't look flattering and was shorter than i like. in the picture i really like the top with the design and frills on the side  gives the model a waist. in-person the design doesn't stand out much and the frills look wrinkled.it is also sweatshirt material and a tad stiff. i am sending it back. it just didn't look as flattering. also  it seemed more fitted at the top than bottom.,Knits
0,I am 6' and typically wear a size 8-10. i am a rather busty kind of gal (36h)  so i usually order larges in tops so that i am sure there is no pull across my chest. i ordered a large in this top in the plum color. when i received the top  i could not stop laughing at how huge it was... the fit in the chest area is fine  but i can wrap the sides around me and tie them into a bow. at least half of the material needs to be removed! despite how huge the top is  it is very cute otherwise! i just mail,Knits
0,This is just okay for me. the top is soft and surprisingly flattering  especially from the side  but the front rides up and the neckline never lays flat. it washes well and the tan/white combo is cute  but a little transparent.,Knits
0,Hangs terribly off the chest. tent-like. looks maternity. no thanks.,Knits
0,Ordered this online in the pinkish color. the material is a little thin. as a busty  curvy lady this one just didn't sit right  ran a tad large  and looked boxy. if you have a thinner frame  may be a better look for you. detailing is nice.,Knits
0,Received this and love the style  but it falls just a little below my waist and i like my tops to be longer.  it'll definitely fit a shorter torso.,Knits
0,"This is as pretty in person as it is online  good quality (except one item i'll get to)  and fits true to size. i'm 5'6""  normally a medium/8  and the medium fit great in this top.  i almost kept this shirt...so close  i had it on a hanger  but i kept trying it on. the shirt is well displayed in the pics online  but unless you get close it's hard to see that the top button is set a little wide. every time i put it on  my eyes went to the top button (i did get a second opinion and they agreed)...",Knits
0,"I originally bought this shirt in the blood orange color  which is lovely and vibrant. the shirt is extremely comfortable and very flattering. however  it is also very  very cheap. after about five washes  it has pilled and worn  the color has faded a bit  and i doubt it will make it through the spring. for perspective  i wash all my clothes on cold and use the ""air dry"" setting on my dryer.  nonetheless  even having experienced the wear and tear  i went back and bought this shirt in every other",Knits
0,Saw online and had to have. got it home and i was swimming in it! i normally am a size l in most retailer brands  but this felt so large! the actual top is lovely  with an airy artistic quality to it. not sure if i will go back for the medium or not.,Knits
1,I wear cardigans pretty much every day since my office is chilly and i need something a little dressier to be able to wear that will keep me warm. i love the design of this cardigan which makes it very flattering-the longer in front is a style i gravitate toward and i like that the back isn't just straight but it has that little flair-this is not something that is commonly seen in a cardigan (unless it is short all the way around) and it was great attention to detail by the designer. i like the,Knits
1,"I love this sweater. i bought it on sale in maroon and it is the most comfortable sweater ever. i like to wear it with leggings. it has a nice  oversize fit and is perfect for ""fat"" days. or any day.",Knits
1,"I have not had any sort of shedding problem with this jacket. i have worn it open with black jeans and a long necklace  and buttoned with a scarf and jeans. it is really cute! i am 5'4"" and 115 lbs  and i got the small. i wouldn't hesitate  especially since it is now on sale.",Knits
1,Love this sweater.. fits perfect  flattering and soft. i got it in both colors. it is a true staple!,Knits
1,Comfy  gauzy tee that has lovely lace detailing. the white is totally see through just fyi. i don't think it's the best quality but totally worth the sale price. i got the m and it's loose and flowy in a good way.,Knits
1,Fancy and fun. i love the green and the texture. shiny outside and soft inside. flattering fit and a little whimsical and dressy or casual.,Knits
1,I do not know if this item is worth the full price but i love it. very soft  good length  and comfortable to wear. the stripes are a perfect width so as not to be overpowering. the fabric design is unique and i think the weave added to the cost of production. for many it may not be worth the cost but i am glad i purchased this top. it is not a sheer fabric. try it on if you see it in the store.,Knits
1,True to size and lovely colors. bought this for my granddaughter and she loved it.,Knits
1,I have been looking for a soft turtleneck that can be my to-go piece in the cold weather. this fits the bill as far as the material goes. the material used is very soft and even though it seems light in weight  it is actually very warm and not see through at all. i like the feel of this top. it would be pretty accurate to say that it feels as if i am wearing a blanket around me. it is that comfy!!! however  the one detail about this top that i am unsure about is the cut. it is very boxy to the e,Knits
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
1,I love this shirt! it was a great price and very high quality. it has different material stitched in the inside,Layering
1,"I ordered the red motif in size m based on reviews this top runs small and it is too big. i'm 5'7""/ 34c /132 lbs and usually a size s in this brand. this top was large through the body and the arm openings were huge. i washed it and dried it but it still fits a bit large  it did wash up well though  no pilling.",Layering
1,I tried this on in-store in white and in grey. it is so super comfy and really cute. i love the wide straps! i ended up getting it in white and black. the grey looked a tad bit more casual than the white and black tanks.,Layering
1,Originally i bought this in black and white. recently purchased several more in different colorways . why? it's just perfect to wear as an under tank/cami. i'm a busty gal and sometimes cami straps can be too thin and dig into my shoulders. this is soft  smooth and provides just enough coverage. very flattering fit on its own as well. great under loose knit or low cut sweaters. love!,Layering
1,This is a great layering tank that is super comfy! the sale price is a bargain!,Layering
1,Great soft basic. low scoop neck makes this tank flirty while the thicker strap keeps it modest. i absolutely love this top  easily dress up and down!,Layering
1,Excellent dress for lounging in the house or for sleeping. very comfortable and a little sexy at the same time.,Layering
1,I purchased this top in the oatmeal/beige color. i love it. the material is very soft and it fits true to size. i would have purchased the black color too if it was still available.,Layering
1,This tank is soft and flexible. great fit with wonderful material. very pleased.,Layering
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,Super itchy! had to return.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
1,Unique pattern. got lots of compliments! great fall accessory!,Legwear
1,My new favorite socks! has a grip and doesn't slip off like some of my other liner socks have because this one covers more of your feet. perfect for my low boots.,Legwear
1,Yes you need these  so comfortable - and wash up perfectly - workout  walking or great to sleep in,Legwear
1,"Bought this as ""transitional"" wear post baby #2 & i love them! will probably end up wearing them all winter long! i love that i'm 6 foot & they still are scrunchy at the bottom which i honestly wasn't expecting.",Legwear
1,These are the best tights! last year i bought these and they went back to regular waistband. this year the best waistband tights are best!,Legwear
1,I have 9.5-10 size feet  and these are a bit small; the heel doesn't quite make it around my heel to where it's supposed to be. still  they're comfy and not too thick or too warm. i really like the stripes of different patterns. good trouser socks. i imagine if you're size 7 or 8 these will fit perfectly. i got the mint and the pink colors  and they're very true to how they appear on my computer screen.,Legwear
1,Love the fit and feel of these. and super stylish too. i want in more colors if i can get it.,Legwear
1,Wonderful fit - love that these have a bit of texture to them and the structure is perfect. easy to wear with ankle boots or flats  and thick enough that you don't have to worry about see-through incidents. the only issue that i have is that the elastic in the waistband isn't secured  so it tends to twist around - just a minor annoyance and wouldnt stop me from ordering these in another color!,Legwear
1,I have these in grey and i love them! they are so comfy. i got them in m/l even though i am a s/m because i like the loose fit. they are very soft.,Legwear
-1,This is a great dress if you don't want to leave the house or you want the world to see your nipples.,Lounge
-1,I am of average height  but these pants are so long!! i considered altering them because i like the print  but i don't think it's worth the effort for workout attire so they're going back. shame!!,Lounge
-1,I own some pure and good cotton tanks similar to this in black that i live in teaching dance. i was hoping these would be the same. i ordered the pale blue and it is completely see through and fits tight in the back and loose in the front. i have no desire to have a bra/sports bra show whether out the sides or through the fabric  it is tacky!,Lounge
-1,I was so excited to try these on at my local retailer. i'm so glad i did before i ordered them online because i found the fit to be totally off. the pants bulged around my hips and looked very awkward. they were also not as soft as i expected them to be.,Lounge
-1,These are light and airy and pretty. they also tore the third time i wore them and not on a seam - a little above the knee while i was lying in my bed.    they also do not slim the figure and the fabric is slightly see-through as it is so thin  therefore if you are looking for serious lounge pants - great - i would not leave the house in them... or turn over in bed in them.    when i sit  the slits fall down around my thighs. my son complimented my dress the other day because the slits give way,Lounge
-1,This is a very soft and comfortable jacket but it has holes in the pocket area. it was returned to the store and the other jackets had the same problem although not in the same area. the store was considering pulling the product off their shelves. it is unclear if the holes are just the beginning of a pocket or what. but it was flawed by everyone who looked at it.,Lounge
-1,So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about  but i once had a lot of luck with dresses of this price point (and intent) at retailer  so i had hopes. i was just wanting it to be a great addition for vacations and beach days  but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti,Lounge
-1,Totally see through.,Lounge
-1,I wanted to like this and even considered getting it altered  but just decided to return. it runs big and from the front it looks good  but the back just looked like a big oversized  stretched out tank. it was so comfy on though and not sheer or revealing. so if you're tall  go for it!!,Lounge
0,I purchased the moss color in this cardigan. i really love the texture of the material. it is very very soft. my issue with this is the arms. like other reviewers have said they are extremely small! i went up to a large rather than my usual medium and they were still tight. i really wanted this to work but i will probably return due to the arms.,Lounge
0,Cute  but didnt realize it was sweatshirt material. due to that  returning.,Lounge
0,This cardigan is very cute. but after 1 wash and no dryer the back has a bunch of pulled threads! very bummed with the quality.,Lounge
0,I wanted to love this. the fabric and design are very nice. unfortunately - on my petite frame it looked like a lampshade. this would be very pretty on taller girls. for reference  i am 5'3 117 34b.,Lounge
0,I bought these almost immediately after touching them in store; they were so soft i didn't even need to try them on to know i would love them. i now wish i had tried them on in the store  so i could have learned that the elastic band on the inside isn't sown in  meaning the band will constantly twist and get tangled whenever i put them on/take them off. it's unbelievably annoying. i have to fix them every time i wear them. if i had known this i don't know if i would have purchased them. they are,Lounge
0,The blue was a great color and i like the idea of a reversible top. however the xs was just swimming on me. this looks much more fitted in the pictures. my favorite workout top is from this brand and it is fitted and held up for 6 months. where are the fitted tops?? i'll keep looking.,Lounge
0,I love these pants. like  obsessively love  like didn't want to take them off to wash them  love. annnnd i wish i hadn't because they came out of a delicate cycle cold water wash with a huge part of the leg seam ripped apart like a spider web. maybe i just got a bad pair  but i wasn't prepared to have to patch them after one wash for the price.,Lounge
0,I bought these shorts last week in the cobalt blue color. they are super comfy and the color is beautiful however after wearing them for only a few hours i noticed a pull in the fabric that all the way down the front of the right leg. i'm extremely upset about this because they were relatively expensive for lounge shorts. i love the shorts otherwise.,Lounge
0,I really loved the look of these color blocked leggings online  but when i received mine  they're nothing like the ones in the pictures....the front of the legs on mine are mostly orange with a thin strip of white between the orange  then more orange!!! i like orange  but really was expecting the pretty color blocking like in the pictures not  mostly orange on both front legs  the back of the legs have more color blocking  but barely any of the light lavender color,Lounge
1,So different loose linen  i love the raw edge and the color i can wear with anything over a dress...great top with raw edges,Lounge
1,I saw this in my local retailer  and was blown away by how soft it was! the minute i tried it on  i didn't want to take it off. for being a boxy cut  it was surprisingly flattering. i have a large chest and normally wear an xl in retailer clothes  but i could easily zip the size large all the way up. this is the perfect hoodie to wear running errands on the weekend  or with a pretty blouse on under it at work. i know i'll get a ton of use out of it  so i recommend it!,Lounge
1,This is baby soft and a great basic. i ordered my normal size large and it clings in an unattractive way so you might want to size up for a better fit if you're not going to wear it as a layer. the black color is saturated in a good way. it's also very long but i'm short so this would be perfect for taller frames.,Lounge
1,"I'm 5'4"" and weight 130 and i usually wear a small in dresses from retailer. although this fits everywhere  it's a tad shorter than i expected based on the fact i figured the model was at least 5/7"" and this looks to be mid-thigh.. it's mid-thigh on me so i'll be wearing tights and boots- can't wear without tights...imho. otherwise  so comfortable and cute...",Lounge
1,This tunic is super comfy and will look great with leggings or skinny jeans. i absolutely love the detailing on the sleeves. i am so glad i ordered this item!,Lounge
1,The material and design of this beach dress is so pretty. i was hoping that this could be worn as both a dress and a swim suit cover-up  but it is only the latter. you can't see it from the photos (the model or mine)  but it is very sheer.... it can really only be worn over a swimsuit. whatever you wear (or don't) will be completely visible. so if you are looking for just a lovely  unique beach dress  this is it! unfortunately for the price i need more versatility! i will consider it on sale!,Lounge
1,I love these shorts. they're really comfortable and versatile. i got them on sale  and for the price they were a steal! the material is nice  and you can dress them up or down.,Lounge
1,This is an exceptionally soft and high quality coverup. i always look for a coverup that could double as a dress so that i can walk into a restaurant without feeling underdressed. i bought the white -- i always buy white it seems  but loved it so much  i came back for the blue. get this and live effortlessly this summer.,Lounge
1,Comfy  cozy  and great bargain for the sale price.,Lounge
-1,Ordered a size medium as i usually take a medium in retailer coats- the wool is wonderful however the stripped bands are sewn into the fabric which add to the weight. the coat has an odd shape - not a line or straight. the medium was large on me. the bottom edges of the coat did not line up when buttoned and there was no inside hook or button to help even out the bottom edges. sadly this coat will be returned.,Outerwear
-1,"I have been looking for a fall/spring coat to wear when the weather is between 30 and 55 degrees. this ""coat"" looks great in the pictures  but so disappointing in reality. the best thing i can say is that the fabric is soft. it is unlined  so i'm not sure why you'd even wear it -- if the weather's warm enough to wear a thin  unlined jacket  why not just wear a sweater? the weight is not what i would expect at this price point. even worse  the design is terrible; my husband (who has a great eye)",Outerwear
-1,There was nothing i liked about this coat. it was definitely not designed with a chest in mind. the pins on the straps were already coming off the first time i tried it on. i usually like oranges too  but even this color turned me off.,Outerwear
-1,I love anything orange- when i saw this coat online  i ordered it as i loved all the features. the features of the coat are fun- however the coat came all bunched up in the package. i let it hang for a couple of days but the wrinkles were awful and even steaming and an iron would not take the creases away. i tried the coat on - the buckles were poorly made. i ended up returning this jacket.,Outerwear
-1,Visions of sartorial splendor danced in my head as i planned my instagram posts centered around this coat. and then it showed up on my door and my dreams were crushed. i'd already read the reviews and knew the coat was unlined and would be oversized. i did not expect it to be soooo sloppy. especially around the collar. there is nothing crisp about it. i've had boiled wool outer ware before that held its shape much better than this. if i wanted fleece i wouldn't have picked retailer as the s,Outerwear
